tipo,pregunta,respuesta,fuente
Reconocimiento,¿Cuántos créditos mínimos deben haberse superado para que una solicitud de traslado sea válida?,Se deben haber superado como mínimo 30 créditos de materia básica y obligatoria.,C:/Users/David/Desktop/Chatbot/Datos\ActividadesAcreditablesEstudiosGrado\normativa_recono_trans_creditos_20130131.pdf
Reconocimiento,¿Qué es la declaración responsable para solicitudes sin calificaciones oficiales al cierre del plazo?,"La declaración responsable es un documento que el solicitante debe presentar para declarar las asignaturas a las que se ha presentado en la convocatoria ordinaria de junio 2024, en caso de que no figuren en acta las calificaciones oficiales al cierre del plazo. Esta declaración debe ser incorporada a la solicitud de admisión y enviada por correo electrónico a la Escuela/Facultad que esté tramitando el reconocimiento de créditos.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13713.pdf
Reconocimiento,¿Dónde se debe enviar la solicitud de reconocimiento si se tienen estudios extranjeros?,La solicitud de reconocimiento se enviará por correo electrónico al Centro que imparte los estudios de Grado para los que se solicita admisión.,C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS25790.pdf
Reconocimiento,¿Qué requisitos debe cumplir la documentación extranjera para ser aceptada en un reconocimiento?,"La documentación extranjera debe ser oficial, expedida por las autoridades competentes y legalizada por vía diplomática. Además, si es necesario, debe ir acompañada de su correspondiente traducción oficial al castellano.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS24031.pdf
Reconocimiento,¿Cómo se calcula la puntuación para asignar plazas por traslado con reconocimiento de créditos?,"La puntuación se calcula con la fórmula: P = 0,30 Ca + 0,70 Cm + Cs + Ct, donde:

- Ca es la calificación de acceso a la universidad o nota media del Ciclo Formativo de Grado superior (5 a 10 puntos).
- Cm es la nota media ponderada del expediente académico universitario de los estudios de origen (5 a 10 puntos).
- Cs es el valor asignado según el número de créditos superados en los estudios de origen (1 a 4 puntos, dependiendo de la cantidad de créditos).
- Ct es 3 puntos para estudiantes de la misma titulación o equivalente, y 0 en cualquier otro caso.

Las solicitudes se ordenan de mayor a menor puntuación para adjudicar las plazas.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13697.pdf
Reconocimiento,¿Qué pasos deben seguir los titulados de Formación Profesional para reconocer créditos en la UPM?,"Los titulados de Técnico Superior de Formación Profesional deben seguir estos pasos para reconocer créditos en la UPM:

1. Presentar una instancia normalizada.
2. Adjuntar la siguiente documentación:
   - Certificación académica de los estudios realizados, con las calificaciones obtenidas.
   - Título de Técnico Superior o resguardo de haberlo solicitado.
3. Una vez enviada la solicitud con la documentación, el centro enviará la carta de pago por el estudio de la solicitud.
4. Efectuar el pago y remitir al centro el resguardo del abono a la mayor brevedad.",C:/Users/David/Desktop/Chatbot/Datos\Reconocimiento\SFS13697.pdf
secretaria-alumnos,¿Cuál es el horario habitual de atención al público de la Secretaría de Alumnos de la ETSISI?,El horario habitual de atención al público de la Secretaría de Alumnos de la ETSISI es de lunes a viernes de 10:00 a 13:00h y de lunes a miércoles de 16:00 a 18:00h.,C:/Users/David/Desktop/Chatbot/Datos\secretaria-alumnos\secretaria-alumnos_texto.txt
secretaria-alumnos,¿Dónde se encuentra físicamente la Secretaría de Alumnos de la ETSISI?,La Secretaría de Alumnos de la ETSISI se encuentra en la planta baja del Bloque VIII.,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
secretaria-alumnos,¿A qué dirección de correo electrónico debe dirigirse un estudiante para consultar dudas administrativas?,secretaria.estudiantes.etsisi@upm.es,C:/Users/David/Desktop/Chatbot/Datos\Guia estudiante\guia-estudiante.pdf
secretaria-alumnos,¿Qué documentación debo enviar a Secretaría para modificar la domiciliación bancaria?,No tengo información suficiente en los documentos proporcionados.,C:/Users/David/Desktop/Chatbot/Datos\Matricula\SFS17135.pdf
secretaria-alumnos,¿Qué consecuencias tiene el impago total o parcial de la matrícula según la normativa 2024-2025?,"El impago total o parcial de la matrícula conlleva la anulación de la misma, lo que implica la pérdida del derecho a seguir cursando los estudios, presentarse a exámenes, realizar prácticas y obtener calificaciones. Además, se genera una deuda a favor de la UPM por la cantidad pendiente, que será exigible para futuras matrículas o admisiones. También se perderán las cantidades ya abonadas y se computará el curso cuya matrícula haya sido anulada a efectos de la Normativa de Permanencia.",C:/Users/David/Desktop/Chatbot/Datos\secretaria-alumnos\resumen_normas_de_matricula_2024-25.pdf
seguro-escolar,¿Dónde se encuentra la oficina del Instituto Nacional de la Seguridad Social que gestiona el seguro escolar?,"La oficina del Instituto Nacional de la Seguridad Social que gestiona el seguro escolar se encuentra en Calle Serrano 102, 28006 Madrid.",C:/Users/David/Desktop/Chatbot/Datos\seguro-escolar\seguro-escolar_texto.txt
seguro-escolar,¿Cuál es el número de información general para temas relacionados con el seguro escolar?,901 16 65 65.,C:/Users/David/Desktop/Chatbot/Datos\seguro-escolar\seguroEscolarGuia.pdf
